Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA
127,Moussa Djenepo,MLI,MF,Southampton,23,1998,12,5,457,5.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.2,1.7,0.30,0.05,0.34,0.30,0.34
128,Lewis Dobbin,ENG,FW/MF,Everton,18,2003,3,0,32,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
129,Matt Doherty,Ireland,DF,Tottenham,29,1992,15,9,875,9.7,2,4,2,0,0,0,0,0.21,0.41,0.62,0.21,0.62,2.5,2.5,1.8,4.3,0.26,0.18,0.44,0.26,0.44
130,Gabriel Dos Santos,Brazil,DF,Arsenal,23,1997,35,35,3063,34.0,5,0,5,0,0,8,1,0.15,0.00,0.15,0.15,0.15,2.7,2.7,0.8,3.5,0.08,0.02,0.10,0.08,0.10
131,Abdoulaye Doucouré,MLI,MF,Everton,28,1993,30,29,2537,28.2,2,4,2,0,0,6,0,0.07,0.14,0.21,0.07,0.21,2.7,2.7,2.2,4.9,0.10,0.08,0.17,0.10,0.17
132,Kieran Dowell,ENG,FW/MF,Norwich City,23,1997,19,11,912,10.1,1,1,1,0,0,0,0,0.10,0.10,0.20,0.10,0.20,1.2,1.2,2.0,3.2,0.12,0.20,0.31,0.12,0.31
133,Cody Drameh,ENG,DF,Leeds United,19,2001,3,1,128,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01
134,Martin Dúbravka,SVK,GK,Newcastle Utd,32,1989,26,26,2340,26.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
135,Shane Duffy,Ireland,DF,Brighton,29,1992,18,15,1436,16.0,1,0,1,0,0,7,0,0.06,0.00,0.06,0.06,0.06,1.3,1.3,0.1,1.5,0.08,0.01,0.09,0.08,0.09
136,Paul Dummett,Wales,DF,Newcastle Utd,29,1991,3,2,198,2.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
137,Lewis Dunk,ENG,DF,Brighton,29,1991,29,29,2573,28.6,1,0,1,0,0,3,1,0.03,0.00,0.03,0.03,0.03,1.2,1.2,0.2,1.4,0.04,0.01,0.05,0.04,0.05
138,Ederson,Brazil,GK,Manchester City,27,1993,37,37,3330,37.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
139,Odsonne Édouard,France,FW,Crystal Palace,23,1998,28,18,1564,17.4,6,3,5,1,1,4,0,0.35,0.17,0.52,0.29,0.46,6.9,6.1,2.3,8.4,0.40,0.13,0.53,0.35,0.49
140,CJ Egan-Riley,ENG,DF,Manchester City,18,2003,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
141,Anthony Elanga,Sweden,FW,Manchester Utd,19,2002,21,14,1214,13.5,2,2,2,0,0,0,0,0.15,0.15,0.30,0.15,0.30,3.0,3.0,1.8,4.8,0.22,0.14,0.35,0.22,0.35
142,Harvey Elliott,ENG,MF,Liverpool,18,2003,6,4,346,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.5,1.4,0.23,0.12,0.35,0.23,0.35
143,Mohamed Elneny,EGY,MF,Arsenal,29,1992,14,8,806,9.0,0,2,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,0.2,0.2,0.6,0.7,0.02,0.06,0.08,0.02,0.08
144,Mohamed Elyounoussi,Norway,MF/FW,Southampton,26,1994,30,23,2042,22.7,4,2,4,0,0,4,0,0.18,0.09,0.26,0.18,0.26,6.0,6.0,2.5,8.5,0.26,0.11,0.37,0.26,0.37
145,Emerson,Brazil,DF,Tottenham,22,1999,31,26,2286,25.4,1,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,1.5,1.5,2.1,3.6,0.06,0.08,0.14,0.06,0.14
146,Christian Eriksen,Denmark,MF,Brentford,29,1992,11,10,939,10.4,1,4,1,0,0,1,0,0.10,0.38,0.48,0.10,0.48,1.4,1.4,3.6,5.0,0.14,0.34,0.48,0.14,0.48
147,Oghenekaro Etebo,Nigeria,MF,Watford,25,1995,9,4,401,4.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02
148,Jonny Evans,NIR,DF,Leicester City,33,1988,18,16,1348,15.0,1,1,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,0.7,0.7,0.6,1.3,0.05,0.04,0.09,0.05,0.09
149,Eberechi Eze,ENG,MF/FW,Crystal Palace,23,1998,13,6,605,6.7,1,1,1,0,0,1,0,0.15,0.15,0.30,0.15,0.30,0.5,0.5,0.9,1.4,0.08,0.13,0.21,0.08,0.21
150,Łukasz Fabiański,Poland,GK,West Ham,36,1985,37,37,3330,37.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
151,Fabinho,Brazil,MF,Liverpool,27,1993,29,26,2314,25.7,5,1,3,2,2,7,0,0.19,0.04,0.23,0.12,0.16,3.4,1.9,1.4,3.3,0.13,0.05,0.19,0.07,0.13
152,Kiko Femenía,Spain,DF,Watford,30,1991,27,26,2142,23.8,0,5,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21,0.1,0.1,3.2,3.3,0.00,0.14,0.14,0.00,0.14
153,Evan Ferguson,Ireland,MF,Brighton,16,2004,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
154,Nathan Ferguson,ENG,DF,Crystal Palace,20,2000,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
155,Bruno Fernandes,Portugal,MF,Manchester Utd,26,1994,36,35,3111,34.6,10,6,10,0,2,10,0,0.29,0.17,0.46,0.29,0.46,9.7,8.2,8.4,16.6,0.28,0.24,0.53,0.24,0.48
156,Álvaro Fernández,Spain,GK,Brentford,23,1998,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
157,Federico Fernández,Argentina,DF,Newcastle Utd,32,1989,7,5,523,5.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.8,0.07,0.06,0.13,0.07,0.13
158,Fernandinho,Brazil,MF/DF,Manchester City,36,1985,19,10,964,10.7,2,1,2,0,0,1,0,0.19,0.09,0.28,0.19,0.28,1.6,1.6,0.9,2.5,0.15,0.08,0.24,0.15,0.24
159,Roberto Firmino,Brazil,FW,Liverpool,29,1991,20,10,990,11.0,5,4,5,0,0,3,0,0.45,0.36,0.82,0.45,0.82,5.0,5.0,2.4,7.4,0.46,0.22,0.67,0.46,0.67
160,Junior Firpo,Spain,DF,Leeds United,24,1996,24,19,1711,19.0,0,2,0,0,0,11,0,0.00,0.11,0.11,0.00,0.11,0.9,0.9,2.6,3.5,0.05,0.13,0.18,0.05,0.18
161,Ashley Fletcher,ENG,FW,Watford,25,1995,3,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,1.16,0.00,1.16,1.16,1.16
162,Phil Foden,ENG,FW,Manchester City,21,2000,28,24,2128,23.6,9,5,9,0,0,1,0,0.38,0.21,0.59,0.38,0.59,9.1,9.1,6.6,15.7,0.38,0.28,0.66,0.38,0.66
163,Wesley Fofana,France,DF,Leicester City,20,2000,7,7,630,7.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.03,0.00,0.04,0.03,0.04
164,Pablo Fornals,Spain,FW/MF,West Ham,25,1996,36,32,2795,31.1,6,3,6,0,0,4,0,0.19,0.10,0.29,0.19,0.29,5.0,5.0,5.6,10.6,0.16,0.18,0.34,0.16,0.34
165,Adam Forshaw,ENG,MF,Leeds United,29,1991,22,17,1530,17.0,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.4,0.4,1.1,1.5,0.02,0.07,0.09,0.02,0.09
166,Marcus Forss,FIN,FW/MF,Brentford,22,1999,7,1,209,2.3,0,1,0,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.2,0.2,0.0,0.2,0.10,0.00,0.10,0.10,0.10
167,Fraser Forster,ENG,GK,Southampton,33,1988,19,19,1710,19.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
168,Ben Foster,ENG,GK,Watford,38,1983,26,26,2340,26.0,0,1,0,0,0,0,0,0.00,0.04,0.04,0.00,0.04,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01
169,Tariqe Fosu,Ghana,DF,Brentford,25,1995,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.16,0.00,0.16,0.16,0.16
