,Date,City,State,Dead,Injured,Total,Description,Year
599,2021-08-29,Nashville,Tennessee,0,5,5,Five people were wounded in an early morning drive by shooting on Jefferson Street.,2021
600,2021-08-29,Milwaukee,Wisconsin,0,4,4,An adult and three teenagers were wounded.,2021
601,2021-08-28,San Diego,California,0,4,4,"Two groups got into an argument near Belmont Park and a man opened fire, wounding four people.",2021
602,2021-08-28,Chicago,Illinois,0,4,4,Four adults were wounded in Douglas Park while attending a large gathering.,2021
603,2021-08-28,Albany,New York,0,5,5,"Responding officers found two wounded men, a wounded teenager and two other adults were later found at hospitals.",2021
604,2021-08-27,Sharon Hill,Pennsylvania,1,4,5,"After a football game at a high school, a civilian was injured in a drive-by shooting. Police fired back, which district attorney Jack Stollsteimer says likely hit four people, including an eight-year-old girl who was killed.",2021
605,2021-08-27,Huntington,West Virginia,2,2,4,"Two adults and two children were shot, with an adult and child later dying from their injuries.",2021
606,2021-08-27,Los Angeles,California,0,4,4,Four men were found injured in the West Hollywood neighborhood.,2021
607,2021-08-26,Minneapolis,Minnesota,0,7,7,Seven people were wounded just after midnight when two people opened fire at one another.,2021
608,2021-08-23,Chicago,Illinois,0,4,4,A teenager and three adults were wounded in a drive by shooting in Uptown.,2021
609,2021-08-22,Portland,Oregon,0,5,5,Five men were wounded at a vigil for a man that had been killed in the same location earlier in the day.,2021
610,2021-08-22,Grand Rapids,Michigan,1,3,4,One person was killed and three wounded in an early morning shooting.,2021
611,2021-08-22,Carbondale,Illinois,1,3,4,A SIU student was killed and three other people wounded at a party hosted at a private residence.,2021
612,2021-08-22,Chicago,Illinois,1,4,5,"A man was killed and three adults and a teenager were wounded in East Garfield Park, about four hours after a previous mass shooting.",2021
613,2021-08-21,Chicago,Illinois,0,4,4,Four people were wounded in an East Garfield Park drive-by.,2021
614,2021-08-21,Chicago,Illinois,1,5,6,"A man was killed and five others wounded while standing in a Calumet Heights parking lot, after two men opened fire from an alley.",2021
615,2021-08-20,Flint,Michigan,1,3,4,One person died and three were injured after a shooting.,2021
616,2021-08-19,Edgewood,Maryl,1,3,4,A man was killed and three others wounded in an evening shooting.,2021
617,2021-08-19,Philadelphia,Pennsylvania,1,4,5,A drive-by shooting outside a barbershop killed one and wounded four.,2021
618,2021-08-19,Chicago,Illinois,0,4,4,Four people were shot in a Bronzeville business.,2021
619,2021-08-18,Germantown,Maryl,1,3,4,"A teenager was arrested for allegedly shooting four people on a basketball court, killing a man and wounding three teenagers.",2021
620,2021-08-18,Youngstown,Ohio,2,4,6,"Two people, including a 10-year-old girl, were killed, and four wounded after a shooting.",2021
621,2021-08-18,Los Angeles,California,0,4,4,Four men were wounded after a shooting in Playa del Ray.,2021
622,2021-08-18,Durham,North Carolina,1,3,4,A man was killed and three injured in a shooting.,2021
623,2021-08-17,New York City,New York,0,5,5,Five men were wounded in a drive-by shooting outside a grocery store in Brooklyn.,2021
624,2021-08-16,New York City,New York,0,8,8,Five women and three men were wounded outside a housing project in Brooklyn shortly after midnight.,2021
625,2021-08-16,Detroit,Michigan,1,3,4,A man was killed and three others injured outside a local bar.,2021
626,2021-08-15,San Antonio,Texas,3,2,5,"Three people were killed and two injured after a fight escalated in the parking lot of a local sports bar on the East Side, by a man who drew a long gun and shot into the air.",2021
627,2021-08-15,Chicago,Illinois,0,4,4,Three men and a woman were wounded standing outside a home shortly after midnight.,2021
628,2021-08-14,Indianapolis,Indiana,1,4,5,A man was killed and three adults and a child wounded in a strip mall parking lot in the early morning.,2021
629,2021-08-14,Trenton,New Jersey,0,4,4,Responding officers found four wounded in the early morning.,2021
630,2021-08-14,Akron,Ohio,0,5,5,Four adults and a teenager were wounded outside a nightclub shortly after midnight.,2021
631,2021-08-14,New York City,New York,0,4,4,Four men were wounded in Brooklyn shortly after midnight.,2021
632,2021-08-13,Las Vegas,Nevada,1,6,7,One person was killed and six teenagers wounded after a fight broke out at a local park shortly after midnight.,2021
633,2021-08-11,Philadelphia,Pennsylvania,1,4,5,A man opened fire on a group playing a dice game outside a local bar. One man was killed and four injured.,2021
634,2021-08-10,Clarksdale,Mississippi,2,2,4,A woman and teenager were killed and two other individuals wounded in an evening shooting.,2021
635,2021-08-10,Portland,Oregon,2,4,6,"Two men, identified as rap-artists connected to the Wu-Tang Clan, were killed and four others wounded, in a potential drive-by shooting.",2021
636,2021-08-09,Flint,Michigan,2,4,6,Two teenagers were killed and four others injured at a late-night party at a city park.,2021
637,2021-08-09,Boston,Massachusetts,1,5,6,"A woman was killed and five others were injured in a shooting on Irma Street near the Mattapan/Dorchester border. Police arrived at the scene at about 12:30 a.m. and pronounced the woman dead. On August 24, police charged a 37-year-old man with murder in connection to the shooting.",2021
638,2021-08-08,Houston,Texas,1,5,6,A man was killed and five others wounded after a fight in a night club escalated out of the club and into the parking lot.,2021
639,2021-08-08,Chicago,Illinois,1,6,7,"Two men were arguing outside a lounge on the South Side, before it escalated. One of the two was killed, and the other along with five bystanders was injured.",2021
640,2021-08-08,New York City,New York,2,3,5,Two men were killed and three wounded at an outdoor event space in Brooklyn shortly after midnight.,2021
641,2021-08-08,New Orleans,Louisiana,0,5,5,Five people were shot in the early morning on Bourbon Street. This was the second weekend in a row with a mass shooting in the city.,2021
642,2021-08-08,Chicago,Illinois,1,4,5,A security guard and four others were wounded after a man got into an argument with two security guards outside a club on the South Side.,2021
643,2021-08-07,Montgomery,Alabama,0,4,4,Three men and a woman were wounded shortly after midnight.,2021
644,2021-08-07,Chicago,Illinois,0,4,4,Four men were wounded in a drive-by shooting.,2021
645,2021-08-07,Norfolk,Virginia,0,4,4,Four people were wounded in an early morning shooting in the Neon District.,2021
646,2021-08-06,Nashville,Tennessee,0,4,4,"Four people, two on the side walk and two in a vehicle, were wounded in a drive-by shooting in West Nashville.",2021
647,2021-08-04,Philadelphia,Pennsylvania,0,4,4,Four adults were wounded a block away from Temple University Hospital.,2021
648,2021-08-03,Urbana,Illinois,1,3,4,A woman was killed and three others injured in the early morning in a home. Three men walked to the side of the home and shot repeatedly through the windows and walls.,2021
649,2021-08-02,Greenwood,South Carolina,3,1,4,Two adults and a child were killed and a child wounded in a home. The shooter was arrested in Florida shortly after.,2021
650,2021-08-02,Columbia,South Carolina,0,9,9,Nine people were wounded in the early morning at a local dance studio.,2021
651,2021-08-01,New Orleans,Louisiana,1,3,4,A teenager was killed and two teenagers and an adult were wounded by a teenager in the Central Business District. He was turned in by a family member.,2021
652,2021-08-01,Providence,Rhode Isl,0,5,5,Five people were wounded in the parking lot of a Popeyes restaurant in the early morning.,2021
653,2021-08-01,Nacogdoches,Texas,1,3,4,A man was killed and three wounded in an early morning shooting. Five suspects were later arrested.,2021
654,2021-08-01,New Orleans,Louisiana,0,5,5,Five adults were wounded in an early morning shooting near Bourbon Street.,2021
655,2021-07-31,Lexington,Kentucky,0,5,5,Responding officers found five people wounded in an evening shooting.,2021
656,2021-07-31,Indianapolis,Indiana,0,5,5,Three adults and two children were wounded outside a funeral home. It is believed an argument escalated inside the building prior.,2021
657,2021-07-31,New York City,New York,0,10,10,"Ten people, including seven bystanders, were wounded in a night-time gang shooting outside a laundromat. The incident took place in North Corona, Queens.",2021
658,2021-07-31,Saginaw,Michigan,2,2,4,Two people were wounded and two killed at a large public gathering.,2021
659,2021-07-31,Chicago,Illinois,0,4,4,Four adults were wounded in an early morning shooting while at a gathering in Jackson Park on the South Side.,2021
660,2021-07-31,Columbus,Ohio,1,4,5,"Five people were wounded in an early morning shooting outside a local bar, and one died later at the hospital. An argument escalated causing a gunfight between multiple people.",2021
661,2021-07-29,Davenport,Iowa,0,4,4,A feud between the occupants of two vehicles escalated into gunfire injuring three adults and a child.,2021
662,2021-07-29,Pittsburgh,Pennsylvania,3,2,5,"After an argument a man shot and killed his parents. He called 911, and stated he wished to turn himself in, but opened fire at responding officers wounding two. He fled the scene in a vehicle that he crashed and was discovered dead due to a self inflicted gunshot wound.",2021
663,2021-07-28,Washington D.C.,Washington D.C.,0,4,4,Four adults were wounded in a shooting in Southeast DC.,2021
664,2021-07-28,Charleston,South Carolina,1,4,5,"Five people were wounded in an afternoon shooting, with one later dying at the hospital.",2021
665,2021-07-26,Fort Worth,Texas,2,3,5,"A shooter killed one and injured three after opening fire at a backyard party, after becoming upset, leaving and returning. He was chased down by partygoers who threw bricks at him in defense, and was pronounced dead by responding police.",2021
666,2021-07-25,Seattle,Washington,2,3,5,Two people were killed and three injured after someone opened fire on a group leaving a nightclub.,2021
667,2021-07-25,Chicago,Illinois,0,5,5,"Five men were wounded shortly after midnight while standing in an Austin backyard, after a man entered and opened fire.",2021
668,2021-07-25,Wasco,California,5,1,6,"When responding to a hostage situation at a home in Wasco, officers were fired upon by the shooter. Two officers were shot, and one succumbed to their injuries. Three people inside the house were slain by the shooter. The gunman was also killed during the shootout.",2021
669,2021-07-25,Detroit,Michigan,0,7,7,Seven people were wounded at a candlelit vigil on the West Side for a hit and run victim. The shooter pulled up in a vehicle and opened fire on the crowd.,2021
670,2021-07-24,Amarillo,Texas,0,6,6,Six people were wounded in an early morning shooting after an argument escalated at an after-hours club.,2021
671,2021-07-24,Macon,Georgia,2,2,4,Two people were killed and two injured shortly after midnight after a fight escalated.,2021
